,nets
0,255
1,66
2,200
3,240
4,14
5,113
6,71
7,36
8,77
9,12
10,87
11,248
12,259
13,273
14,250
15,283
16,145
17,54
18,138
19,27
20,139
21,204
22,127
23,276
24,100
25,279
26,157
27,179
28,152
29,196
30,245
31,282
32,41
33,32
34,295
35,163
36,26
37,201
38,277
39,176
40,161
41,193
42,7
43,290
44,42
45,99
46,218
47,45
48,51
49,151
50,48
51,264
52,34
53,148
54,68
55,221
56,270
57,195
58,258
59,114
60,94
61,63
62,44
63,25
64,81
65,260
66,294
67,146
68,20
69,262
70,143
71,3
72,49
73,247
74,238
75,236
76,124
77,13
78,126
79,202
80,95
81,222
82,38
83,162
84,84
85,2
86,199
87,79
88,60
89,119
90,265
91,188
92,65
93,129
94,229
95,112
