,nets
0,152
1,220
2,149
3,224
4,139
5,117
6,195
7,208
8,247
9,91
10,71
11,41
12,52
13,283
14,158
15,105
16,29
17,230
18,179
19,57
20,137
21,300
22,165
23,221
24,265
25,126
26,219
27,122
28,66
29,119
30,155
31,63
32,36
33,48
34,64
35,292
36,104
37,213
38,298
39,70
40,205
41,67
42,167
43,85
44,204
45,86
46,156
47,13
48,95
49,285
50,291
51,251
52,259
53,109
54,54
55,268
56,143
57,192
58,234
59,144
60,164
61,130
62,6
63,88
64,172
65,181
66,38
67,272
68,141
69,74
70,8
71,55
72,146
73,246
74,162
75,225
76,188
77,112
78,138
79,163
80,107
81,266
82,150
83,196
84,252
