,nets
0,121
1,283
2,207
3,91
4,93
5,83
6,153
7,99
8,270
9,18
10,34
11,230
12,70
13,103
14,124
15,178
16,254
17,8
18,181
19,183
20,208
21,133
22,286
23,120
24,84
25,260
26,48
27,154
28,144
29,185
30,108
31,275
32,289
33,269
34,81
35,175
36,174
37,29
38,241
39,170
40,94
41,222
42,157
43,227
44,250
45,162
46,263
47,146
48,23
49,287
50,242
51,47
52,295
53,191
54,299
55,78
56,293
57,140
58,88
59,211
60,212
61,225
62,66
63,135
64,54
65,261
66,272
67,245
68,262
69,161
70,25
71,235
72,53
73,209
74,80
75,204
76,39
77,167
78,188
79,187
