,nets
0,100
1,125
2,109
3,107
4,75
5,37
6,279
7,141
8,52
9,5
10,217
11,58
12,47
13,106
14,169
15,215
16,260
17,280
18,73
19,151
20,255
21,112
22,10
23,292
24,275
25,284
26,264
27,200
28,2
29,92
30,239
31,231
32,121
33,22
34,36
35,65
36,176
37,196
38,159
39,185
40,66
41,174
42,134
43,39
44,211
45,71
46,144
47,1
48,237
49,104
50,9
51,218
52,101
53,129
54,219
55,155
56,96
57,248
58,72
59,60
60,15
61,86
62,91
63,152
64,27
65,118
66,273
67,172
68,272
69,148
70,249
71,42
72,233
73,53
74,78
75,119
76,242
77,94
78,115
