,nets
0,34
1,57
2,291
3,281
4,244
5,171
6,105
7,159
8,249
9,112
10,99
11,251
12,118
13,194
14,220
15,20
16,270
17,190
18,147
19,178
20,74
21,1
22,150
23,183
24,279
25,172
26,174
27,298
28,162
29,245
30,282
31,191
32,163
33,141
34,103
35,255
36,13
37,240
38,188
39,257
40,285
41,51
42,263
43,55
44,52
45,19
46,86
47,67
48,273
49,145
50,87
51,197
52,49
53,204
54,83
55,290
56,115
57,107
58,214
59,16
60,266
61,8
62,134
63,77
64,50
65,41
66,5
67,30
68,206
69,218
70,222
71,126
72,287
73,187
74,129
75,125
76,193
77,236
78,82
79,182
80,227
81,78
82,161
83,246
84,237
85,88
86,63
87,56
88,175
89,184
90,79
91,299
92,65
