,nets
0,172
1,206
2,180
3,291
4,35
5,60
6,148
7,24
8,137
9,214
10,162
11,83
12,72
13,29
14,201
15,212
16,135
17,28
18,243
19,70
20,281
21,12
22,50
23,264
24,296
25,100
26,58
27,247
28,142
29,145
30,179
31,82
32,110
33,155
34,217
35,253
36,191
37,298
38,199
39,68
40,241
41,227
42,94
43,286
44,73
45,170
46,47
47,85
48,116
49,193
50,81
51,114
52,119
53,246
54,21
55,240
56,103
57,132
58,256
59,40
60,248
61,79
62,140
63,84
64,168
65,215
66,53
67,160
68,192
69,288
70,205
71,152
72,4
73,238
74,187
75,75
76,262
77,123
78,121
79,97
80,164
81,259
82,49
83,22
84,42
85,30
86,231
87,287
88,290
89,41
90,167
91,45
92,257
93,13
94,89
