,nets
0,213
1,196
2,120
3,50
4,140
5,160
6,96
7,72
8,205
9,151
10,174
11,148
12,202
13,156
14,252
15,256
16,128
17,209
18,95
19,238
20,162
21,198
22,106
23,226
24,150
25,37
26,2
27,145
28,131
29,98
30,87
31,245
32,5
33,66
34,164
35,124
36,171
37,108
38,183
39,20
40,264
41,249
42,167
43,134
44,203
45,60
46,51
47,273
48,190
49,129
50,262
51,240
52,141
53,94
54,265
55,197
56,116
57,18
58,223
59,105
60,234
61,224
62,207
63,32
64,90
65,91
66,48
67,57
68,242
69,109
70,248
71,29
72,137
73,12
74,7
75,67
76,192
77,63
78,272
79,216
80,233
81,154
82,298
83,296
84,204
85,201
86,277
87,278
88,170
89,1
90,208
