,nets
0,289
1,116
2,266
3,132
4,162
5,195
6,160
7,212
8,280
9,154
10,268
11,136
12,180
13,114
14,100
15,51
16,43
17,298
18,36
19,74
20,97
21,277
22,9
23,59
24,150
25,113
26,87
27,98
28,191
29,30
30,66
31,284
32,187
33,149
34,27
35,148
36,287
37,138
38,46
39,16
40,181
41,264
42,80
43,52
44,153
45,69
46,235
47,192
48,201
49,96
50,292
51,222
52,253
53,244
54,89
55,62
56,4
57,218
58,105
59,204
60,95
61,170
62,130
63,166
64,172
65,15
66,126
67,210
68,213
69,243
70,21
71,35
72,14
73,55
74,184
75,216
76,63
77,42
78,208
79,109
80,129
81,247
82,233
83,206
84,156
85,263
86,65
87,83
88,173
89,190
90,273
91,230
92,34
93,72
94,281
95,73
96,227
