,nets
0,64
1,229
2,154
3,253
4,112
5,171
6,145
7,11
8,127
9,50
10,232
11,281
12,111
13,113
14,138
15,56
16,147
17,142
18,293
19,58
20,13
21,172
22,92
23,128
24,292
25,94
26,66
27,223
28,89
29,106
30,122
31,99
32,224
33,156
34,235
35,7
36,79
37,22
38,198
39,126
40,23
41,215
42,278
43,9
44,52
45,262
46,37
47,284
48,87
49,33
50,110
51,166
52,130
53,59
54,28
55,1
56,186
57,114
58,90
59,217
60,160
61,246
62,296
63,236
64,247
65,273
66,148
67,200
68,45
69,136
70,34
71,140
72,150
73,205
74,210
75,288
76,222
77,115
78,67
79,195
80,231
81,203
82,84
