,nets
0,247
1,226
2,46
3,144
4,250
5,52
6,95
7,102
8,261
9,277
10,225
11,141
12,5
13,51
14,12
15,7
16,61
17,116
18,273
19,112
20,206
21,179
22,163
23,251
24,152
25,252
26,300
27,47
28,22
29,236
30,27
31,221
32,297
33,268
34,287
35,104
36,266
37,253
38,140
39,199
40,39
41,70
42,72
43,36
44,38
45,209
46,234
47,79
48,106
49,282
50,279
51,184
52,231
53,121
54,147
55,8
56,211
57,265
58,257
59,290
60,157
61,218
62,229
63,34
64,166
65,97
66,183
67,246
68,13
69,299
70,213
71,243
72,132
73,205
74,240
75,280
76,255
77,176
78,180
79,278
80,217
81,294
82,93
83,193
84,122
85,232
86,296
87,155
88,254
89,119
