,nets
0,251
1,169
2,53
3,223
4,156
5,45
6,133
7,295
8,258
9,198
10,19
11,182
12,33
13,61
14,273
15,77
16,174
17,264
18,218
19,161
20,41
21,178
22,147
23,244
24,89
25,73
26,6
27,241
28,203
29,192
30,110
31,109
32,222
33,243
34,60
35,42
36,183
37,7
38,292
39,9
40,193
41,126
42,67
43,278
44,160
45,170
46,155
47,142
48,164
49,21
50,297
51,225
52,206
53,150
54,254
55,240
56,294
57,34
58,103
59,65
60,86
61,153
62,84
63,132
64,166
65,121
66,252
67,85
68,275
69,114
70,97
71,201
72,101
73,54
74,238
75,76
76,143
77,229
78,230
79,154
80,51
81,29
82,125
83,64
