,nets
0,197
1,126
2,171
3,46
4,284
5,40
6,274
7,54
8,41
9,218
10,6
11,231
12,16
13,300
14,186
15,264
16,66
17,154
18,204
19,33
20,60
21,288
22,244
23,55
24,239
25,27
26,89
27,235
28,32
29,290
30,7
31,222
32,1
33,144
34,72
35,13
36,201
37,165
38,120
39,37
40,216
41,11
42,43
43,224
44,209
45,258
46,249
47,200
48,159
49,285
50,104
51,242
52,187
53,87
54,101
55,64
56,203
57,81
58,121
59,62
60,185
61,30
62,47
63,273
64,69
65,77
66,111
67,255
68,152
69,234
70,133
71,136
72,265
73,86
74,34
75,135
76,251
77,150
78,281
79,115
80,237
81,125
82,233
83,83
84,236
85,261
86,48
87,195
88,241
89,149
90,178
91,123
92,208
93,137
94,271
95,25
96,229
97,88
98,205
