,nets
0,94
1,182
2,52
3,215
4,281
5,283
6,133
7,92
8,112
9,249
10,68
11,296
12,202
13,167
14,98
15,300
16,90
17,180
18,76
19,48
20,65
21,186
22,125
23,67
24,156
25,256
26,187
27,141
28,145
29,13
30,4
31,247
32,273
33,220
34,291
35,35
36,149
37,73
38,166
39,70
40,176
41,151
42,240
43,117
44,270
45,29
46,224
47,251
48,192
49,78
50,42
51,74
52,205
53,89
54,135
55,212
56,134
57,9
58,27
59,96
60,265
61,12
62,62
63,43
64,255
65,194
66,108
67,69
68,99
69,103
70,217
71,54
72,170
73,23
74,40
75,119
76,46
77,248
