,nets
0,80
1,186
2,73
3,38
4,72
5,158
6,69
7,198
8,225
9,214
10,2
11,18
12,248
13,242
14,82
15,144
16,266
17,25
18,241
19,105
20,260
21,283
22,269
23,177
24,195
25,109
26,213
27,26
28,12
29,99
30,189
31,294
32,284
33,44
34,120
35,251
36,171
37,32
38,236
39,17
40,33
41,150
42,272
43,85
44,299
45,143
46,259
47,240
48,154
49,37
50,185
51,224
52,97
53,206
54,244
55,297
56,59
57,202
58,24
59,55
60,169
61,111
62,215
63,92
64,22
65,293
66,62
67,81
68,129
69,94
70,86
71,255
72,212
73,246
74,279
75,141
76,35
77,125
78,89
79,227
80,237
81,233
82,112
83,29
84,230
85,223
86,163
