,nets
0,274
1,49
2,138
3,181
4,40
5,266
6,202
7,5
8,149
9,146
10,159
11,135
12,88
13,55
14,76
15,85
16,90
17,29
18,291
19,198
20,69
21,75
22,156
23,278
24,174
25,249
26,43
27,108
28,200
29,252
30,16
31,60
32,224
33,62
34,15
35,213
36,246
37,282
38,41
39,210
40,244
41,253
42,134
43,152
44,237
45,97
46,33
47,185
48,63
49,220
50,92
51,280
52,247
53,191
54,161
55,238
56,214
57,31
58,38
59,193
60,192
61,6
62,12
63,179
64,230
65,71
66,45
67,13
68,212
69,170
70,103
71,36
72,112
73,24
74,61
75,21
76,175
77,53
78,98
79,177
80,65
81,10
82,257
83,148
84,236
