,nets
0,92
1,144
2,84
3,77
4,44
5,54
6,63
7,103
8,282
9,196
10,22
11,111
12,210
13,150
14,140
15,87
16,283
17,227
18,122
19,290
20,57
21,9
22,273
23,45
24,11
25,171
26,37
27,243
28,91
29,297
30,35
31,184
32,101
33,156
34,223
35,16
36,42
37,7
38,33
39,187
40,194
41,71
42,216
43,59
44,23
45,197
46,182
47,201
48,106
49,121
50,127
51,112
52,83
53,69
54,139
55,238
56,165
57,189
58,105
59,51
60,195
61,205
62,18
63,251
64,286
65,94
66,38
67,49
68,102
69,98
70,145
71,260
72,14
73,254
74,104
75,25
76,24
77,168
78,133
79,99
80,278
81,277
82,74
83,202
84,198
85,217
