,nets
0,112
1,115
2,4
3,197
4,248
5,263
6,228
7,124
8,290
9,196
10,97
11,179
12,37
13,119
14,222
15,187
16,257
17,61
18,277
19,19
20,203
21,151
22,144
23,23
24,114
25,283
26,163
27,59
28,50
29,100
30,72
31,268
32,85
33,146
34,21
35,169
36,250
37,137
38,271
39,191
40,1
41,162
42,186
43,298
44,7
45,93
46,138
47,17
48,90
49,16
50,180
51,288
52,132
53,135
54,81
55,87
56,140
57,106
58,200
59,176
60,24
61,185
62,118
63,109
64,236
65,225
66,36
67,31
68,48
69,26
70,32
71,29
72,139
73,254
74,49
75,55
76,53
77,267
78,249
79,18
80,2
81,88
82,210
83,293
84,245
85,275
86,235
87,299
88,56
