,nets
0,295
1,128
2,81
3,203
4,272
5,141
6,218
7,288
8,158
9,241
10,143
11,266
12,249
13,86
14,107
15,224
16,69
17,230
18,30
19,13
20,168
21,24
22,240
23,231
24,183
25,43
26,287
27,157
28,299
29,159
30,22
31,106
32,207
33,209
34,109
35,62
36,191
37,251
38,144
39,122
40,145
41,254
42,29
43,199
44,214
45,164
46,104
47,10
48,163
49,175
50,89
51,239
52,245
53,113
54,55
55,162
56,137
57,42
58,40
59,296
60,134
61,281
62,12
63,274
64,44
65,139
66,170
67,285
68,110
69,271
70,246
71,82
72,59
73,291
74,90
75,273
76,117
77,32
78,101
79,235
80,187
81,220
82,54
83,17
84,138
85,186
