,nets
0,75
1,279
2,129
3,146
4,151
5,191
6,246
7,293
8,133
9,84
10,232
11,7
12,77
13,206
14,126
15,286
16,200
17,233
18,264
19,153
20,188
21,36
22,139
23,288
24,230
25,158
26,255
27,31
28,185
29,173
30,101
31,83
32,212
33,3
34,275
35,55
36,221
37,155
38,80
39,219
40,184
41,97
42,145
43,203
44,280
45,161
46,223
47,30
48,68
49,270
50,274
51,88
52,92
53,243
54,202
55,57
56,198
57,157
58,39
59,105
60,23
61,262
62,131
63,167
64,229
65,74
66,248
67,183
68,13
69,271
70,298
71,241
72,276
73,171
74,112
75,15
76,1
77,294
78,95
79,172
80,210
81,107
82,238
83,2
84,8
85,284
86,50
87,204
88,10
89,244
90,73
91,177
92,251
93,12
94,296
