,nets
0,135
1,185
2,254
3,108
4,148
5,163
6,25
7,241
8,283
9,237
10,169
11,102
12,136
13,72
14,3
15,291
16,85
17,77
18,256
19,227
20,42
21,147
22,118
23,101
24,47
25,79
26,70
27,173
28,66
29,296
30,91
31,292
32,151
33,120
34,90
35,105
36,175
37,55
38,268
39,262
40,297
41,116
42,69
43,239
44,161
45,289
46,275
47,98
48,255
49,75
50,282
51,270
52,288
53,50
54,285
55,10
56,138
57,63
58,216
59,146
60,211
61,78
62,7
63,142
64,22
65,46
66,189
67,294
68,284
69,193
70,38
71,279
72,213
73,34
74,111
75,144
76,201
77,162
78,295
79,228
80,276
81,184
82,39
83,137
84,208
85,127
86,35
87,293
88,17
