,nets
0,279
1,284
2,109
3,94
4,74
5,64
6,90
7,22
8,131
9,180
10,103
11,10
12,230
13,238
14,278
15,119
16,236
17,49
18,78
19,244
20,211
21,57
22,47
23,249
24,114
25,198
26,13
27,245
28,99
29,219
30,111
31,285
32,253
33,97
34,291
35,140
36,45
37,31
38,69
39,144
40,220
41,274
42,38
43,223
44,48
45,270
46,80
47,294
48,283
49,159
50,156
51,79
52,108
53,290
54,36
55,168
56,255
57,2
58,185
59,261
60,27
61,194
62,282
63,11
64,235
65,75
66,104
67,241
68,43
69,82
70,133
71,218
72,226
73,6
74,98
75,137
76,37
77,204
78,88
