,nets
0,273
1,280
2,132
3,188
4,99
5,225
6,67
7,137
8,79
9,64
10,72
11,102
12,212
13,22
14,103
15,196
16,53
17,275
18,129
19,165
20,89
21,56
22,176
23,90
24,80
25,143
26,144
27,153
28,190
29,250
30,216
31,86
32,174
33,95
34,290
35,236
36,155
37,61
38,134
39,160
40,185
41,101
42,48
43,18
44,172
45,262
46,83
47,38
48,25
49,50
50,258
51,108
52,272
53,296
54,107
55,293
56,195
57,32
58,240
59,77
60,110
61,30
62,81
63,111
64,234
65,202
66,125
67,7
68,189
69,159
70,299
71,253
72,154
73,268
74,75
75,271
76,170
77,139
78,46
79,171
80,88
81,297
82,261
83,123
84,145
85,181
86,114
87,169
88,140
89,19
90,288
91,173
92,252
93,17
94,201
95,286
96,182
97,246
98,164
