,nets
0,147
1,125
2,21
3,300
4,36
5,62
6,153
7,208
8,132
9,38
10,94
11,130
12,84
13,273
14,160
15,65
16,196
17,87
18,180
19,134
20,276
21,284
22,131
23,245
24,18
25,203
26,58
27,90
28,24
29,278
30,23
31,265
32,136
33,15
34,197
35,42
36,93
37,252
38,254
39,259
40,263
41,111
42,79
43,159
44,47
45,45
46,75
47,41
48,212
49,102
50,140
51,59
52,295
53,27
54,288
55,20
56,106
57,92
58,162
59,109
60,81
61,171
62,201
63,195
64,123
65,222
66,217
67,104
68,271
69,6
70,113
71,204
72,187
73,298
74,55
75,56
76,179
77,118
78,161
79,257
80,168
81,155
82,54
83,218
84,176
