,nets
0,201
1,224
2,3
3,118
4,296
5,255
6,226
7,196
8,69
9,42
10,59
11,55
12,194
13,147
14,257
15,270
16,214
17,253
18,64
19,40
20,199
21,61
22,159
23,48
24,107
25,98
26,217
27,239
28,205
29,125
30,211
31,161
32,47
33,58
34,124
35,105
36,230
37,75
38,191
39,1
40,287
41,94
42,46
43,203
44,177
45,119
46,187
47,228
48,279
49,289
50,223
51,190
52,185
53,82
54,281
55,285
56,142
57,225
58,202
59,297
60,133
61,43
62,81
63,93
64,80
65,57
66,184
67,92
68,96
69,171
70,45
71,95
72,179
73,206
74,294
75,39
76,129
77,164
78,212
79,193
80,12
81,231
82,242
83,169
84,244
85,138
86,88
87,52
88,77
89,16
90,73
91,236
92,249
93,233
94,299
95,62
