,nets
0,85
1,98
2,73
3,204
4,112
5,231
6,162
7,49
8,89
9,65
10,295
11,68
12,124
13,137
14,114
15,298
16,94
17,33
18,151
19,99
20,263
21,3
22,59
23,66
24,284
25,169
26,138
27,249
28,225
29,171
30,196
31,93
32,187
33,224
34,74
35,266
36,81
37,276
38,291
39,34
40,100
41,243
42,252
43,139
44,135
45,164
46,237
47,207
48,170
49,133
50,16
51,241
52,189
53,92
54,174
55,56
56,173
57,242
58,172
59,51
60,10
61,37
62,159
63,280
64,72
65,63
66,211
67,25
68,194
69,178
70,268
71,167
72,202
73,46
74,129
75,26
76,297
77,272
78,32
79,208
80,118
81,238
82,188
83,109
84,120
85,282
86,193
87,236
88,258
89,22
90,228
