,nets
0,89
1,23
2,205
3,61
4,147
5,251
6,12
7,2
8,213
9,56
10,234
11,62
12,186
13,117
14,47
15,160
16,299
17,291
18,166
19,139
20,49
21,185
22,102
23,26
24,87
25,207
26,55
27,90
28,69
29,197
30,262
31,223
32,220
33,84
34,106
35,283
36,218
37,51
38,126
39,103
40,267
41,159
42,150
43,215
44,290
45,242
46,142
47,201
48,39
49,74
50,22
51,108
52,112
53,145
54,277
55,18
56,14
57,154
58,34
59,115
60,189
61,256
62,46
63,52
64,86
65,20
66,226
67,221
68,1
69,35
70,216
71,75
72,177
73,296
74,43
75,119
76,191
77,264
78,41
79,104
80,68
81,174
82,196
83,124
84,202
85,263
86,45
87,32
88,298
89,162
90,77
91,149
