,nets
0,176
1,207
2,159
3,152
4,62
5,157
6,41
7,255
8,95
9,275
10,194
11,51
12,169
13,99
14,121
15,145
16,172
17,133
18,276
19,12
20,8
21,239
22,161
23,147
24,120
25,212
26,73
27,284
28,59
29,187
30,202
31,36
32,254
33,241
34,221
35,180
36,144
37,61
38,231
39,154
40,68
41,140
42,125
43,216
44,96
45,289
46,205
47,4
48,48
49,78
50,108
51,94
52,50
53,113
54,163
55,18
56,218
57,10
58,264
59,54
60,134
61,206
62,257
63,156
64,287
65,40
66,98
67,57
68,64
69,235
70,208
71,175
72,242
73,189
74,168
75,250
76,21
77,182
78,199
79,6
80,38
81,226
82,286
83,209
