,nets
0,220
1,254
2,108
3,84
4,39
5,79
6,157
7,266
8,87
9,195
10,265
11,237
12,186
13,228
14,37
15,18
16,203
17,51
18,176
19,25
20,58
21,256
22,34
23,226
24,141
25,162
26,100
27,5
28,97
29,151
30,199
31,28
32,210
33,125
34,261
35,214
36,244
37,105
38,189
39,175
40,77
41,280
42,78
43,227
44,234
45,115
46,45
47,147
48,181
49,292
50,274
51,20
52,8
53,229
54,145
55,173
56,57
57,114
58,52
59,242
60,121
61,299
62,190
63,154
64,294
65,137
66,80
67,258
68,192
69,284
70,296
71,19
72,99
73,188
74,264
75,169
76,116
