,nets
0,1
1,220
2,271
3,157
4,130
5,227
6,65
7,203
8,134
9,63
10,19
11,141
12,21
13,18
14,160
15,146
16,172
17,81
18,80
19,244
20,24
21,189
22,45
23,257
24,209
25,114
26,242
27,124
28,74
29,217
30,113
31,241
32,76
33,238
34,233
35,133
36,197
37,243
38,275
39,249
40,250
41,5
42,15
43,169
44,223
45,163
46,256
47,277
48,267
49,258
50,136
51,56
52,230
53,86
54,148
55,201
56,177
57,52
58,213
59,264
60,14
61,101
62,28
63,9
64,31
65,183
66,47
67,128
68,90
69,39
70,162
71,50
72,171
73,97
74,140
75,198
76,75
77,139
78,27
79,25
80,91
81,115
82,121
83,116
84,158
85,61
86,211
