,nets
0,94
1,144
2,5
3,220
4,86
5,263
6,300
7,209
8,196
9,135
10,298
11,14
12,180
13,65
14,149
15,134
16,207
17,150
18,204
19,52
20,129
21,266
22,182
23,130
24,113
25,273
26,76
27,256
28,163
29,141
30,77
31,253
32,87
33,89
34,197
35,237
36,250
37,261
38,106
39,101
40,193
41,176
42,110
43,218
44,119
45,54
46,291
47,278
48,166
49,167
50,173
51,143
52,27
53,6
54,174
55,78
56,293
57,1
58,100
59,109
60,51
61,70
62,123
63,287
64,42
65,90
66,200
67,95
68,244
69,169
70,41
71,32
72,99
73,175
74,188
75,2
76,217
77,64
