,nets
0,154
1,282
2,41
3,70
4,68
5,231
6,247
7,135
8,118
9,134
10,205
11,264
12,86
13,235
14,214
15,20
16,112
17,263
18,139
19,292
20,159
21,116
22,140
23,300
24,279
25,59
26,117
27,220
28,55
29,30
30,63
31,298
32,280
33,22
34,250
35,228
36,217
37,196
38,142
39,12
40,249
41,189
42,75
43,241
44,121
45,47
46,260
47,122
48,54
49,7
50,161
51,138
52,80
53,72
54,106
55,224
56,89
57,186
58,78
59,227
60,191
61,79
62,267
63,234
64,114
65,39
66,19
67,153
68,69
69,119
70,143
71,144
72,162
73,148
74,108
75,180
76,293
77,98
78,17
79,165
80,258
