,nets
0,187
1,133
2,12
3,82
4,18
5,216
6,91
7,130
8,226
9,219
10,268
11,103
12,194
13,56
14,244
15,202
16,265
17,140
18,191
19,183
20,113
21,262
22,193
23,110
24,145
25,69
26,293
27,246
28,73
29,44
30,196
31,3
32,291
33,224
34,163
35,221
36,71
37,159
38,98
39,206
40,86
41,28
42,105
43,5
44,31
45,269
46,146
47,276
48,282
49,188
50,77
51,277
52,120
53,167
54,143
55,200
56,230
57,93
58,63
59,242
60,127
61,160
62,76
63,168
64,135
65,33
66,125
67,256
68,290
69,64
70,178
71,285
72,90
73,79
74,176
75,209
