,nets
0,210
1,89
2,152
3,100
4,162
5,211
6,112
7,107
8,58
9,188
10,229
11,45
12,161
13,84
14,205
15,137
16,197
17,138
18,21
19,284
20,83
21,118
22,62
23,250
24,202
25,120
26,176
27,103
28,194
29,276
30,155
31,177
32,183
33,96
34,38
35,73
36,225
37,237
38,70
39,147
40,3
41,209
42,247
43,295
44,236
45,186
46,76
47,235
48,233
49,219
50,185
51,274
52,273
53,145
54,36
55,151
56,254
57,130
58,114
59,119
60,44
61,297
62,168
63,16
64,258
65,81
66,135
67,253
68,281
69,5
70,172
71,59
72,60
73,245
74,77
75,140
76,143
77,82
78,262
79,122
80,125
81,148
82,260
83,222
84,134
85,80
86,191
87,26
88,180
89,242
90,68
91,184
92,193
93,169
94,141
95,69
96,196
