,nets
0,298
1,68
2,40
3,160
4,131
5,47
6,234
7,114
8,92
9,224
10,264
11,287
12,142
13,146
14,149
15,82
16,169
17,183
18,121
19,77
20,25
21,185
22,104
23,161
24,244
25,36
26,168
27,13
28,113
29,138
30,94
31,230
32,137
33,97
34,176
35,204
36,3
37,166
38,9
39,189
40,205
41,65
42,300
43,277
44,73
45,143
46,263
47,260
48,296
49,103
50,278
51,123
52,235
53,10
54,90
55,49
56,181
57,141
58,27
59,241
60,208
61,48
62,52
63,255
64,213
65,2
66,158
67,154
68,71
69,283
70,233
71,270
72,21
73,117
74,232
75,195
76,116
77,182
78,28
79,218
80,237
81,179
82,187
