,nets
0,49
1,176
2,211
3,265
4,114
5,247
6,37
7,253
8,142
9,201
10,153
11,246
12,44
13,203
14,225
15,284
16,27
17,116
18,197
19,96
20,184
21,171
22,175
23,62
24,185
25,58
26,50
27,40
28,20
29,215
30,254
31,218
32,5
33,120
34,213
35,167
36,51
37,46
38,149
39,101
40,242
41,290
42,150
43,21
44,227
45,230
46,248
47,41
48,127
49,277
50,34
51,76
52,13
53,73
54,146
55,147
56,42
57,272
58,192
59,129
60,85
61,74
62,30
63,161
64,217
65,77
66,22
67,288
68,250
69,45
70,130
71,125
72,138
73,57
74,26
75,126
76,110
77,112
78,139
79,33
80,228
81,35
82,256
83,31
84,107
85,257
86,300
87,196
88,25
89,113
