,nets
0,92
1,230
2,246
3,35
4,141
5,150
6,198
7,43
8,277
9,119
10,40
11,195
12,74
13,65
14,78
15,211
16,106
17,255
18,14
19,166
20,67
21,172
22,110
23,258
24,226
25,18
26,155
27,4
28,144
29,200
30,298
31,152
32,48
33,243
34,22
35,42
36,38
37,242
38,46
39,235
40,89
41,122
42,54
43,240
44,205
45,283
46,103
47,223
48,3
49,134
50,251
51,60
52,224
53,26
54,13
55,140
56,232
57,192
58,231
59,156
60,199
61,77
62,184
63,32
64,250
65,163
66,136
67,175
68,28
69,299
70,84
71,34
72,12
73,71
74,90
75,31
76,2
77,70
78,225
79,23
80,206
81,124
82,98
83,239
84,290
85,139
86,221
87,97
88,162
89,278
90,94
91,220
92,219
