,nets
0,30
1,296
2,211
3,242
4,125
5,14
6,18
7,236
8,101
9,286
10,273
11,17
12,248
13,2
14,89
15,152
16,270
17,56
18,51
19,55
20,253
21,184
22,263
23,222
24,208
25,13
26,300
27,165
28,3
29,25
30,44
31,70
32,290
33,256
34,39
35,145
36,284
37,266
38,267
39,188
40,288
41,29
42,4
43,49
44,128
45,67
46,74
47,45
48,292
49,106
50,162
51,37
52,247
53,177
54,172
55,77
56,280
57,221
58,251
59,33
60,210
61,20
62,166
63,38
64,298
65,171
66,161
67,8
68,227
69,291
70,181
71,87
72,234
73,197
74,180
75,53
76,6
77,114
78,109
79,215
80,78
81,173
82,186
83,26
84,187
85,147
86,268
87,226
88,294
89,21
90,99
91,62
92,254
93,52
