,nets
0,284
1,218
2,71
3,141
4,21
5,24
6,102
7,7
8,110
9,257
10,211
11,214
12,3
13,149
14,168
15,38
16,137
17,80
18,22
19,231
20,60
21,89
22,91
23,13
24,96
25,127
26,292
27,107
28,100
29,194
30,227
31,118
32,285
33,175
34,300
35,73
36,77
37,163
38,291
39,160
40,148
41,79
42,156
43,113
44,296
45,33
46,50
47,222
48,119
49,228
50,83
51,90
52,36
53,259
54,56
55,74
56,64
57,155
58,177
59,200
60,289
61,187
62,12
63,219
64,290
65,188
66,25
67,157
68,44
69,193
70,158
71,47
72,217
73,238
74,150
75,2
76,282
77,116
78,20
79,295
80,267
81,42
82,169
83,258
84,43
85,14
86,176
87,132
88,72
89,279
90,65
91,185
92,39
93,286
94,207
95,75
96,273
