,nets
0,215
1,259
2,249
3,95
4,144
5,172
6,220
7,246
8,97
9,276
10,67
11,285
12,283
13,274
14,289
15,237
16,57
17,203
18,173
19,236
20,119
21,162
22,209
23,7
24,52
25,92
26,181
27,108
28,294
29,105
30,281
31,21
32,191
33,127
34,282
35,194
36,297
37,151
38,219
39,245
40,268
41,140
42,212
43,207
44,75
45,120
46,81
47,139
48,218
49,264
50,258
51,93
52,291
53,55
54,277
55,114
56,94
57,103
58,193
59,263
60,146
61,225
62,112
63,284
64,69
65,49
66,180
67,171
68,208
69,125
70,228
71,239
72,149
73,137
74,9
75,117
76,56
