,nets
0,124
1,237
2,143
3,165
4,247
5,257
6,264
7,294
8,224
9,24
10,258
11,22
12,117
13,107
14,151
15,28
16,293
17,233
18,250
19,39
20,281
21,135
22,278
23,6
24,114
25,202
26,284
27,146
28,150
29,133
30,187
31,131
32,261
33,193
34,66
35,77
36,228
37,14
38,136
39,65
40,248
41,96
42,212
43,213
44,300
45,23
46,5
47,109
48,61
49,189
50,145
51,112
52,266
53,30
54,160
55,73
56,126
57,113
58,289
59,299
60,256
61,45
62,134
63,155
64,129
65,175
66,50
67,223
68,276
69,105
70,92
71,47
72,241
73,245
74,121
75,275
76,204
77,254
78,199
79,35
80,111
81,230
82,90
83,176
84,12
85,252
86,48
87,59
88,87
89,214
90,104
91,196
92,20
