,nets
0,116
1,37
2,193
3,243
4,30
5,36
6,183
7,241
8,289
9,40
10,286
11,71
12,260
13,109
14,2
15,245
16,39
17,9
18,77
19,146
20,147
21,120
22,284
23,269
24,150
25,83
26,211
27,162
28,180
29,257
30,123
31,127
32,182
33,81
34,190
35,141
36,63
37,214
38,131
39,164
40,137
41,59
42,291
43,20
44,110
45,176
46,175
47,107
48,242
49,128
50,6
51,185
52,179
53,238
54,54
55,231
56,79
57,138
58,52
59,220
60,53
61,199
62,80
63,226
64,41
65,247
66,56
67,86
68,233
69,172
70,282
71,136
72,95
73,197
74,32
75,108
76,227
77,45
78,221
79,157
80,205
81,27
82,189
83,18
84,31
85,300
86,295
87,90
88,51
