,nets
0,53
1,97
2,23
3,257
4,203
5,48
6,112
7,290
8,26
9,254
10,205
11,153
12,34
13,67
14,221
15,238
16,58
17,197
18,63
19,86
20,227
21,84
22,248
23,161
24,261
25,75
26,176
27,289
28,291
29,204
30,284
31,214
32,122
33,9
34,51
35,199
36,240
37,156
38,178
39,3
40,25
41,20
42,71
43,217
44,299
45,259
46,124
47,258
48,105
49,244
50,87
51,31
52,270
53,133
54,196
55,54
56,36
57,246
58,256
59,64
60,138
61,88
62,180
63,83
64,18
65,237
66,173
67,229
68,76
69,61
70,282
71,103
72,298
73,277
74,292
75,294
76,116
77,24
78,175
79,65
80,104
81,28
82,151
83,17
84,171
