,nets
0,204
1,73
2,103
3,80
4,149
5,28
6,198
7,155
8,292
9,261
10,202
11,55
12,5
13,9
14,74
15,65
16,273
17,181
18,44
19,64
20,299
21,280
22,118
23,113
24,262
25,183
26,27
27,289
28,126
29,87
30,162
31,119
32,228
33,267
34,221
35,42
36,157
37,193
38,48
39,218
40,156
41,124
42,89
43,270
44,271
45,35
46,220
47,21
48,247
49,20
50,194
51,56
52,189
53,76
54,164
55,116
56,85
57,185
58,68
59,18
60,258
61,117
62,180
63,252
64,84
65,277
66,17
67,288
68,174
69,107
70,240
71,67
72,158
73,140
74,211
75,272
76,212
77,36
78,225
