,nets
0,190
1,186
2,287
3,40
4,134
5,297
6,286
7,228
8,239
9,191
10,283
11,156
12,126
13,164
14,107
15,258
16,300
17,219
18,290
19,70
20,47
21,243
22,68
23,115
24,69
25,216
26,53
27,224
28,110
29,232
30,92
31,279
32,206
33,85
34,20
35,140
36,122
37,237
38,1
39,270
40,165
41,95
42,59
43,7
44,76
45,35
46,268
47,187
48,248
49,51
50,244
51,214
52,86
53,266
54,38
55,93
56,63
57,96
58,30
59,39
60,19
61,230
62,10
63,3
64,56
65,123
66,114
67,84
68,221
69,72
70,57
71,295
72,281
73,162
74,151
75,34
76,159
77,256
78,234
79,263
80,135
81,257
82,24
