,nets
0,58
1,185
2,282
3,86
4,217
5,142
6,1
7,251
8,261
9,298
10,223
11,21
12,104
13,155
14,169
15,242
16,221
17,103
18,208
19,56
20,73
21,135
22,287
23,291
24,164
25,20
26,106
27,191
28,258
29,114
30,166
31,204
32,49
33,254
34,133
35,109
36,146
37,192
38,63
39,218
40,18
41,29
42,129
43,60
44,168
45,34
46,77
47,270
48,141
49,91
50,75
51,296
52,175
53,92
54,281
55,189
56,17
57,37
58,97
59,246
60,132
61,236
62,225
63,252
64,211
65,161
66,79
67,70
68,68
69,100
70,184
71,74
72,127
73,9
74,120
75,101
76,173
77,67
78,157
79,229
80,153
81,66
82,136
83,255
84,266
85,235
86,226
87,297
88,209
89,134
90,244
91,272
92,250
93,99
