,nets
0,167
1,42
2,69
3,152
4,101
5,134
6,36
7,284
8,140
9,226
10,206
11,21
12,74
13,277
14,144
15,68
16,102
17,289
18,105
19,298
20,270
21,299
22,249
23,178
24,202
25,161
26,262
27,280
28,274
29,253
30,165
31,53
32,125
33,286
34,46
35,235
36,199
37,78
38,283
39,171
40,7
41,119
42,82
43,65
44,160
45,127
46,57
47,75
48,32
49,243
50,138
51,247
52,191
53,84
54,175
55,201
56,113
57,163
58,214
59,23
60,1
61,208
62,124
63,76
64,139
65,12
66,216
67,297
68,51
69,263
70,19
71,166
72,29
73,31
74,154
75,38
76,64
77,162
78,265
79,181
80,205
