,nets
0,203
1,156
2,110
3,36
4,197
5,101
6,237
7,90
8,185
9,155
10,206
11,230
12,160
13,132
14,289
15,209
16,2
17,41
18,201
19,69
20,169
21,147
22,31
23,259
24,29
25,211
26,231
27,121
28,76
29,175
30,151
31,74
32,143
33,195
34,280
35,27
36,221
37,241
38,272
39,126
40,273
41,149
42,130
43,208
44,277
45,10
46,141
47,293
48,113
49,189
50,105
51,173
52,122
53,63
54,158
55,183
56,282
57,82
58,87
59,227
60,32
61,265
62,257
63,251
64,174
65,266
66,57
67,294
68,234
69,7
70,120
71,48
72,142
73,146
74,233
75,220
