,nets
0,175
1,114
2,72
3,22
4,12
5,296
6,41
7,194
8,188
9,46
10,153
11,21
12,231
13,248
14,261
15,90
16,190
17,273
18,130
19,181
20,127
21,40
22,36
23,50
24,48
25,277
26,165
27,256
28,232
29,7
30,68
31,198
32,148
33,119
34,250
35,185
36,290
37,281
38,97
39,121
40,258
41,10
42,291
43,174
44,145
45,28
46,31
47,192
48,268
49,125
50,131
51,111
52,75
53,262
54,274
55,157
56,8
57,132
58,57
59,33
60,239
61,85
62,253
63,285
64,37
65,219
66,103
67,202
68,224
69,151
70,298
71,30
72,116
73,169
74,138
75,150
76,24
77,38
78,184
79,109
80,168
81,167
82,117
83,246
84,263
85,81
86,95
87,195
