,nets
0,70
1,235
2,65
3,223
4,15
5,234
6,67
7,50
8,27
9,226
10,13
11,71
12,239
13,8
14,271
15,53
16,121
17,116
18,190
19,183
20,171
21,110
22,139
23,175
24,280
25,147
26,177
27,290
28,240
29,84
30,200
31,89
32,283
33,56
34,219
35,153
36,196
37,86
38,167
39,126
40,109
41,119
42,164
43,188
44,210
45,218
46,150
47,125
48,80
49,161
50,264
51,157
52,251
53,115
54,206
55,31
56,18
57,236
58,66
59,238
60,274
61,262
62,195
63,68
64,184
65,127
66,58
67,214
68,131
69,114
70,4
71,213
72,198
73,217
74,45
75,227
76,77
77,212
78,300
79,247
80,79
81,142
82,90
83,276
84,12
85,246
86,112
87,5
88,122
89,162
90,176
91,1
