,nets
0,105
1,102
2,19
3,162
4,99
5,21
6,242
7,205
8,255
9,229
10,181
11,7
12,124
13,18
14,25
15,273
16,245
17,258
18,223
19,202
20,177
21,46
22,83
23,179
24,123
25,52
26,125
27,271
28,119
29,292
30,156
31,250
32,161
33,36
34,39
35,178
36,55
37,220
38,133
39,131
40,51
41,198
42,90
43,236
44,23
45,268
46,192
47,93
48,163
49,53
50,170
51,113
52,92
53,35
54,97
55,6
56,151
57,44
58,141
59,84
60,32
61,38
62,265
63,225
64,278
65,248
66,31
67,252
68,81
69,61
70,209
71,240
72,12
73,270
74,15
75,168
76,180
77,206
78,171
79,109
80,257
81,289
82,126
83,149
84,77
85,184
86,58
87,284
88,138
89,3
90,80
91,204
92,286
93,238
94,164
95,71
96,159
97,129
98,213
