,nets
0,253
1,96
2,212
3,2
4,226
5,263
6,125
7,296
8,213
9,46
10,99
11,138
12,186
13,227
14,210
15,157
16,201
17,288
18,223
19,208
20,283
21,91
22,72
23,76
24,274
25,280
26,246
27,267
28,115
29,184
30,15
31,55
32,285
33,9
34,205
35,128
36,295
37,30
38,277
39,247
40,169
41,94
42,40
43,63
44,195
45,220
46,81
47,292
48,152
49,95
50,93
51,17
52,133
53,265
54,111
55,59
56,104
57,32
58,268
59,143
60,198
61,183
62,237
63,137
64,142
65,25
66,110
67,241
68,196
69,176
70,197
71,5
72,266
73,109
74,214
75,56
76,163
77,287
78,275
79,231
80,269
81,181
82,92
83,153
