,nets
0,138
1,203
2,84
3,184
4,90
5,23
6,44
7,124
8,226
9,274
10,204
11,283
12,155
13,53
14,197
15,200
16,267
17,31
18,71
19,245
20,130
21,186
22,96
23,146
24,258
25,107
26,61
27,78
28,65
29,77
30,218
31,122
32,140
33,211
34,115
35,10
36,148
37,131
38,151
39,232
40,72
41,166
42,49
43,221
44,164
45,260
46,208
47,293
48,60
49,289
50,76
51,212
52,158
53,172
54,133
55,192
56,9
57,191
58,6
59,22
60,34
61,299
62,174
63,40
64,156
65,170
66,32
67,59
68,216
69,270
70,29
71,278
72,207
73,38
74,144
75,173
76,58
77,101
78,178
79,168
80,250
81,224
82,295
83,281
84,69
85,26
