,nets
0,63
1,275
2,213
3,192
4,73
5,257
6,36
7,111
8,110
9,161
10,50
11,16
12,247
13,43
14,89
15,185
16,10
17,102
18,174
19,282
20,261
21,163
22,217
23,71
24,269
25,113
26,4
27,99
28,164
29,61
30,212
31,101
32,168
33,37
34,148
35,150
36,226
37,232
38,198
39,90
40,9
41,172
42,77
43,221
44,79
45,201
46,204
47,253
48,258
49,67
50,17
51,189
52,160
53,78
54,296
55,124
56,98
57,274
58,186
59,215
60,54
61,270
62,140
63,76
64,287
65,56
66,194
67,87
68,262
69,12
70,292
71,176
72,281
73,28
74,45
75,273
76,167
77,288
78,188
79,70
80,158
81,268
82,42
83,33
84,40
85,238
86,283
87,234
88,183
89,74
