,nets
0,267
1,166
2,260
3,202
4,121
5,92
6,182
7,258
8,94
9,138
10,88
11,48
12,168
13,127
14,96
15,196
16,269
17,12
18,67
19,17
20,234
21,79
22,23
23,176
24,154
25,119
26,77
27,87
28,245
29,68
30,281
31,99
32,157
33,293
34,185
35,271
36,169
37,74
38,201
39,19
40,91
41,72
42,106
43,44
44,283
45,246
46,66
47,206
48,284
49,117
50,25
51,170
52,129
53,71
54,8
55,57
56,142
57,58
58,203
59,130
60,218
61,70
62,122
63,112
64,84
65,289
66,217
67,32
68,14
69,292
70,265
71,60
72,29
73,110
74,146
75,7
76,167
77,191
78,178
79,212
80,199
81,128
82,102
83,148
84,97
85,65
86,213
87,111
88,300
89,282
90,118
91,26
92,141
93,198
94,101
95,278
