,nets
0,261
1,183
2,111
3,214
4,177
5,274
6,129
7,252
8,202
9,26
10,29
11,127
12,293
13,256
14,93
15,207
16,140
17,58
18,68
19,61
20,2
21,49
22,257
23,19
24,134
25,121
26,288
27,239
28,219
29,222
30,242
31,142
32,248
33,156
34,229
35,37
36,160
37,235
38,172
39,108
40,120
41,240
42,205
43,136
44,6
45,139
46,171
47,185
48,233
49,82
50,92
51,64
52,4
53,278
54,179
55,158
56,298
57,57
58,27
59,74
60,77
61,89
62,20
63,220
64,208
65,154
66,175
67,291
68,289
69,32
70,194
71,267
72,287
73,138
74,38
75,224
76,42
77,209
78,137
79,148
80,130
81,30
