,nets
0,266
1,121
2,94
3,240
4,185
5,20
6,128
7,167
8,216
9,172
10,213
11,260
12,141
13,238
14,59
15,195
16,148
17,23
18,279
19,183
20,184
21,254
22,229
23,57
24,286
25,24
26,289
27,202
28,115
29,269
30,236
31,219
32,197
33,233
34,81
35,43
36,134
37,97
38,234
39,90
40,187
41,7
42,31
43,283
44,242
45,71
46,149
47,37
48,296
49,103
50,99
51,114
52,278
53,198
54,82
55,80
56,188
57,25
58,227
59,281
60,96
61,280
62,65
63,9
64,50
65,15
66,2
67,251
68,84
69,66
70,118
71,249
72,5
73,18
74,100
75,36
76,159
77,41
78,125
79,161
