,nets
0,134
1,297
2,211
3,4
4,194
5,141
6,199
7,252
8,67
9,174
10,212
11,136
12,209
13,90
14,81
15,245
16,146
17,120
18,73
19,198
20,236
21,12
22,180
23,239
24,286
25,56
26,86
27,61
28,144
29,51
30,266
31,184
32,248
33,237
34,203
35,259
36,149
37,257
38,226
39,213
40,35
41,80
42,17
43,235
44,250
45,18
46,151
47,10
48,229
49,289
50,219
51,170
52,296
53,103
54,278
55,70
56,9
57,234
58,204
59,66
60,202
61,160
62,216
63,87
64,155
65,83
66,224
67,31
68,42
69,275
70,101
71,217
72,240
73,231
74,95
75,156
76,295
77,137
78,52
