,x,y,class,realclass
0,0.34581725244015504,0.2296971001063275,1,0
1,0.5080624607860486,0.1423371408056079,0,1
2,0.0036545789336593915,0.0008149174285417837,0,1
3,0.7869203400343822,0.36991780256185947,0,1
4,0.8431206541639654,0.8276422569017424,1,0
5,0.06877558288111507,0.6516945305730819,1,0
6,0.8707356989355334,0.5186308596722037,0,1
7,0.7886617914000634,0.22094352511840065,0,1
8,0.2396627537756605,0.16464698769641573,0,1
9,0.40581552661796216,0.71110794376502,1,0
10,0.2456407587032331,0.28538741238211673,1,0
11,0.8741091237320295,0.6273844710244662,1,0
12,0.48806016749157277,0.8199660703235827,1,0
13,0.40652267464117975,0.47159614524941684,1,0
14,0.014221414310227165,0.7656020610778758,1,0
15,0.6024528883457585,0.20428909234032522,0,1
16,0.3450999645571984,0.524317158844003,1,0
17,0.2097363971316254,0.7015026174794479,1,0
18,0.46100247913250303,0.05111179400320853,0,1
19,0.926375942139481,0.47505995413066693,0,1
20,0.3205341350435522,0.7370473074366911,1,0
21,0.8002803262922743,0.7695774395625428,1,0
22,0.5469711329235277,0.23133680460729067,0,1
23,0.5186555791638898,0.03427718744535302,0,1
24,0.9243937933337859,0.11039531196458241,0,1
25,0.7645596764936204,0.44758103593732046,0,1
26,0.7308277182879274,0.34334075815282494,0,1
27,0.04137612087057385,0.5671319414562558,1,0
28,0.40203626261604986,0.8801671653648035,1,0
29,0.9372411779550458,0.7259679046132529,1,0
30,0.07497398109611997,0.6507347988989342,1,0
31,0.06465303845582526,0.021778460229073038,0,1
32,0.6647877156002984,0.13752204385237876,0,1
33,0.41756457654777646,0.3739877229790537,1,0
34,0.4006029436159768,0.8640885081103913,1,0
35,0.9736593683689792,0.566964672170739,0,1
36,0.9068486074330826,0.5045230345888797,0,1
37,0.27700472897656614,0.5147317293319513,1,0
38,0.6800209326925395,0.978193502220591,1,0
39,0.13027659562349125,0.785805305559852,1,0
40,0.234439790812613,0.7193942429883283,1,0
41,0.28679905328912203,0.8599366493777846,1,0
42,0.5033165764275193,0.5873102594943596,1,0
43,0.37444352659269386,0.5688925529174801,1,0
44,0.46104252455407424,0.2781044296703189,0,1
45,0.5542639129644154,0.5619897065076497,1,0
46,0.9093100508448962,0.5785266136737807,0,1
47,0.8965775086515857,0.8559613387459729,1,0
48,0.3530105699487276,0.44656389549820175,1,0
49,0.7118378692029282,0.6250028941488294,1,0
50,0.1411455986725353,0.26224711818162516,0,1
51,0.293685721117656,0.37248094905223317,1,0
52,0.7988018835603096,0.0932495525933641,0,1
53,0.005055545295566399,0.8438559232620496,1,0
54,0.5242926838646008,0.8141152763669032,1,0
55,0.2381658553844096,0.8365916490369117,1,0
56,0.297122068957574,0.13305647078265437,0,1
57,0.5915275025423173,0.544744652720125,1,0
58,0.7373666600636568,0.7038146189920976,1,0
59,0.039440395904010495,0.1075639353559481,0,1
60,0.7899272979262694,0.6056967296160566,1,0
61,0.4724598950501643,0.4648367516819608,1,0
62,0.6633077460307,0.6165726883260768,1,0
63,0.3487684578385226,0.6826387383181871,1,0
64,0.007143512453881562,0.3403436988295466,0,1
65,0.9116371705626585,0.48731556392846553,0,1
66,0.4161316530614154,0.3969498405348182,1,0
67,0.8427354883833315,0.9522971329383684,1,0
68,0.49661465888433287,0.26054264887055145,0,1
69,0.11775846500331477,0.21336056013340177,0,1
70,0.7955952685193254,0.5825493391078573,0,1
71,0.5542534804070536,0.3083566634522751,0,1
72,0.48156604028937067,0.6033200281408526,1,0
73,0.18295920952377598,0.888922480668408,1,0
74,0.18768074730057438,0.4864738340612873,1,0
75,0.26329709753304975,0.8473109748994179,1,0
76,0.45577843815905794,0.064026036253365,0,1
77,0.6384912435250021,0.18335840315396046,0,1
78,0.00424331775407405,0.3180759303936288,0,1
79,0.36751504545744784,0.1311652364056176,0,1
80,0.5756564752750785,0.8845535363957385,1,0
81,0.731706654390109,0.1406038430760419,0,1
82,0.7120930765344023,0.0681149878387437,0,1
83,0.9713300869627204,0.7810181200072839,1,0
84,0.30839440721745814,0.8540536054653133,1,0
85,0.9402542602287893,0.30933661878356555,0,1
86,0.830311395728448,0.5678474375315211,0,1
87,0.9607620908511094,0.8052337172616549,1,0
88,0.3922814762738872,0.8405247243779208,1,0
89,0.41830804888102213,0.39128347590933776,1,0
90,0.7681391857700776,0.9079856560400094,1,0
91,0.536725142838018,0.23403681339157179,0,1
92,0.5547951051697604,0.009696193272381581,0,1
93,0.14429323422397788,0.9384216472882076,1,0
94,0.3514837077393318,0.8778446138252813,1,0
95,0.5299623132729899,0.43934087145163514,1,0
96,0.031774696455322715,0.5182601851731857,1,0
97,0.40313181754558536,0.1801260731517289,0,1
98,0.5269587479166201,0.8964324559737278,1,0
99,0.30822263450508824,0.8385870225639307,1,0
100,0.054456402003980275,0.8450504295539377,1,0
101,0.979338230202967,0.5912131365016556,0,1
102,0.14377049972051337,0.7043674445752072,1,0
103,0.3106682684809243,0.774081179765466,1,0
104,0.8494975097547803,0.2833060248652206,0,1
105,0.4141294140986238,0.2601443193966514,0,1
106,0.7042529755339385,0.8825326064729732,1,0
107,0.8483534079454856,0.4891476951848551,0,1
108,0.7425339413353863,0.38987988804091833,0,1
109,0.12819871996200383,0.3768363754159004,1,0
110,0.08411208155767924,0.32936831028126845,1,0
111,0.5319139172018563,0.3816486045014468,0,1
112,0.5460275089584821,0.5576268613706294,1,0
113,0.7168763281366708,0.29596776319612383,0,1
114,0.023157859381149337,0.20697848286405374,0,1
115,0.8210132329398486,0.7061366164974083,1,0
116,0.7252190896075149,0.33988140000167766,0,1
117,0.11095974706402356,0.015085977615491686,0,1
118,0.4459171923469867,0.3522569484311545,1,0
119,0.5244138807226442,0.35779990703568,0,1
120,0.9028724211009008,0.4802661146134751,1,1
121,0.9058547827425575,0.23986818687263534,1,1
122,0.6511114231585474,0.8558583041326717,0,0
123,0.24216286192209813,0.01272737237849908,1,1
124,0.0692675406044263,0.06030909043808652,1,1
125,0.8340499028051652,0.24086046149623375,1,1
126,0.02151331888675878,0.8661109704167546,0,0
127,0.944024631626152,0.8697176142459008,0,0
128,0.5766762063342188,0.645626223359431,0,0
129,0.8999178056844879,0.14830616295452903,1,1
130,0.2361032632691601,0.9647895504211873,0,0
131,0.878914283669625,0.7030931650792618,0,0
132,0.8221660433197318,0.23871923792029104,1,1
133,0.9898305278018291,0.546187966908645,1,1
134,0.43704127227101097,0.9962832289178674,0,0
135,0.6274420995426149,0.5334004811885529,1,1
136,0.4022300522275015,0.386180253896508,0,0
137,0.4076374965242776,0.14375986084235037,1,1
138,0.6474695719381565,0.0016970089241234998,1,1
139,0.11098396039585467,0.3433644705669613,0,0
140,0.6531871438167625,0.12087464050261698,1,1
141,0.22776249169437823,0.28226775261194015,0,0
142,0.4975327642661095,0.7012082046511914,0,0
143,0.13139546483810494,0.08576670067355652,1,1
144,0.10729175761909338,0.36248012525878304,0,0
145,0.8431707869235606,0.1921233898364917,1,1
146,0.8740385367373084,0.04533799517966752,1,1
147,0.7838242742390288,0.19547287756185938,1,1
148,0.39347805188086227,0.6753739239841104,0,0
149,0.5631053986422865,0.09579331790237933,1,1
150,0.5581925425780885,0.9681327816462898,0,0
151,0.47340881897516895,0.871006710111306,0,0
152,0.9970887820331904,0.8894806091093443,0,0
153,0.8102872095390847,0.9882364602236009,0,0
154,0.08841552230869842,0.633958339368361,0,0
