,nets
0,87
1,146
2,168
3,224
4,147
5,298
6,221
7,18
8,58
9,280
10,203
11,170
12,45
13,184
14,40
15,295
16,71
17,213
18,89
19,189
20,196
21,119
22,136
23,220
24,27
25,174
26,81
27,7
28,92
29,52
30,109
31,223
32,99
33,289
34,48
35,153
36,33
37,54
38,141
39,243
40,61
41,47
42,77
43,63
44,159
45,20
46,28
47,49
48,165
49,78
50,288
51,253
52,137
53,186
54,120
55,150
56,152
57,239
58,96
59,145
60,82
61,200
62,142
63,284
64,97
65,110
66,266
67,214
68,171
69,211
70,131
71,262
72,86
73,166
74,24
75,161
76,84
77,140
