,nets
0,148
1,195
2,203
3,42
4,189
5,191
6,68
7,293
8,282
9,62
10,241
11,104
12,227
13,45
14,105
15,24
16,117
17,4
18,26
19,255
20,55
21,157
22,17
23,204
24,209
25,31
26,112
27,3
28,151
29,300
30,183
31,5
32,64
33,11
34,8
35,83
36,133
37,89
38,94
39,2
40,41
41,122
42,23
43,260
44,73
45,46
46,201
47,84
48,102
49,60
50,169
51,49
52,139
53,79
54,280
55,278
56,91
57,215
58,240
59,207
60,44
61,29
62,69
63,115
64,121
65,263
66,38
67,1
68,56
69,15
70,134
71,184
72,118
73,170
74,36
75,110
76,154
77,95
78,222
79,262
80,213
81,288
