,nets
0,264
1,268
2,165
3,194
4,15
5,263
6,104
7,1
8,236
9,291
10,8
11,238
12,184
13,245
14,193
15,109
16,99
17,40
18,183
19,191
20,298
21,146
22,179
23,168
24,253
25,188
26,178
27,207
28,196
29,110
30,100
31,221
32,256
33,229
34,53
35,123
36,88
37,189
38,58
39,209
40,20
41,296
42,269
43,74
44,59
45,213
46,30
47,131
48,77
49,211
50,174
51,11
52,164
53,278
54,105
55,222
56,215
57,106
58,2
59,85
60,116
61,138
62,243
63,70
64,148
65,262
66,204
67,235
68,72
69,92
70,255
71,29
72,265
73,124
74,49
75,35
76,120
77,280
78,172
79,94
80,272
81,266
82,17
83,82
84,86
85,12
86,157
87,48
88,279
89,71
90,259
91,281
92,37
