,nets
0,75
1,239
2,44
3,146
4,159
5,186
6,152
7,138
8,156
9,95
10,196
11,13
12,114
13,51
14,285
15,31
16,45
17,86
18,94
19,113
20,160
21,150
22,250
23,203
24,107
25,210
26,28
27,29
28,30
29,200
30,220
31,78
32,252
33,266
34,143
35,180
36,277
37,194
38,278
39,269
40,120
41,297
42,286
43,273
44,272
45,281
46,4
47,181
48,108
49,219
50,97
51,64
52,16
53,135
54,243
55,294
56,39
57,93
58,197
59,154
60,60
61,251
62,99
63,118
64,218
65,91
66,208
67,244
68,187
69,12
70,43
71,292
72,66
73,11
74,191
75,145
76,283
