,nets
0,24
1,232
2,131
3,248
4,28
5,164
6,269
7,202
8,275
9,99
10,297
11,151
12,159
13,254
14,72
15,70
16,168
17,83
18,68
19,192
20,108
21,32
22,154
23,46
24,3
25,134
26,237
27,79
28,57
29,93
30,183
31,252
32,62
33,139
34,4
35,266
36,240
37,61
38,153
39,280
40,60
41,244
42,206
43,101
44,224
45,239
46,281
47,230
48,100
49,231
50,284
51,10
52,219
53,251
54,34
55,75
56,48
57,114
58,5
59,71
60,128
61,294
62,197
63,167
64,76
65,23
66,161
67,116
68,199
69,263
70,287
71,130
72,85
73,170
74,92
75,11
76,123
77,125
78,187
79,155
80,166
81,152
82,165
83,211
84,17
85,207
86,203
87,124
88,38
89,25
90,1
91,243
92,163
93,64
94,111
95,12
