,nets
0,66
1,89
2,32
3,71
4,124
5,30
6,111
7,14
8,255
9,2
10,177
11,16
12,93
13,213
14,13
15,261
16,172
17,75
18,251
19,48
20,289
21,107
22,74
23,175
24,147
25,219
26,45
27,8
28,253
29,210
30,181
31,70
32,60
33,106
34,33
35,249
36,41
37,279
38,151
39,102
40,270
41,15
42,154
43,158
44,129
45,35
46,31
47,193
48,115
49,276
50,110
51,56
52,285
53,227
54,57
55,242
56,69
57,268
58,180
59,18
60,1
61,208
62,92
63,183
64,259
65,244
66,44
67,217
68,203
69,67
70,300
71,257
72,137
73,188
74,27
75,119
76,258
77,112
78,170
79,68
